arm,engine_rank,engine_port,minute,tbt_ms,smoothing_s,run,source
Llumnix,1,8000,1.8022,21.2773,120,exp109r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
Llumnix,1,8000,1.8189,21.2534,120,exp109r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
Llumnix,1,8000,1.8356,21.277,120,exp109r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
Llumnix,1,8000,1.8522,21.2772,120,exp109r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
Llumnix,1,8000,1.8689,21.2867,120,exp109r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
Llumnix,1,8000,1.8856,21.3106,120,exp109r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
Llumnix,1,8000,1.9022,21.3139,120,exp109r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
Llumnix,1,8000,1.9189,21.3062,120,exp109r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
Llumnix,1,8000,1.9356,21.3273,120,exp109r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
Llumnix,1,8000,1.9522,21.359,120,exp109r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
Llumnix,1,8000,1.9689,21.3841,120,exp109r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
Llumnix,1,8000,1.9856,21.3805,120,exp109r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
Llumnix,1,8000,2.0022,21.369,120,exp109r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
Llumnix,1,8000,2.0189,21.3888,120,exp109r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
Llumnix,1,8000,2.0356,21.4227,120,exp109r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
Llumnix,1,8000,2.0522,21.3819,120,exp109r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
Llumnix,1,8000,2.0689,21.407,120,exp109r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
Llumnix,1,8000,2.0856,21.3953,120,exp109r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
Llumnix,1,8000,2.1022,21.3926,120,exp109r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
Llumnix,1,8000,2.1189,21.3628,120,exp109r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
Llumnix,1,8000,2.1356,21.3933,120,exp109r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
Llumnix,1,8000,2.1522,21.3896,120,exp109r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
Llumnix,1,8000,2.1689,21.3814,120,exp109r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
Llumnix,1,8000,2.1856,21.3689,120,exp109r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
Llumnix,1,8000,2.2022,21.3579,120,exp109r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
Llumnix,1,8000,2.2189,21.3483,120,exp109r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
Llumnix,1,8000,2.2356,21.3691,120,exp109r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
Llumnix,1,8000,2.2522,21.3811,120,exp109r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
Llumnix,1,8000,2.2689,21.3769,120,exp109r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
Llumnix,1,8000,2.2856,21.338,120,exp109r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
Llumnix,1,8000,2.3022,21.3845,120,exp109r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
Llumnix,1,8000,2.3189,21.3846,120,exp109r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
Llumnix,1,8000,2.3356,21.4238,120,exp109r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
Llumnix,1,8000,2.3522,21.4325,120,exp109r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
Llumnix,1,8000,2.3689,21.392,120,exp109r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
Llumnix,1,8000,2.3856,21.3586,120,exp109r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
Llumnix,1,8000,2.4022,21.3638,120,exp109r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
Llumnix,1,8000,2.4189,21.3498,120,exp109r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
Llumnix,1,8000,2.4356,21.3799,120,exp109r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
