arm,engine_rank,engine_port,minute,tbt_ms,smoothing_s,run,source
FluidServe,1,8007,2.2359,4.3115,120,exp126h62r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe,1,8007,2.2526,4.3251,120,exp126h62r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe,1,8007,2.2693,4.3701,120,exp126h62r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe,1,8007,2.2859,4.4209,120,exp126h62r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe,1,8007,2.3026,4.4971,120,exp126h62r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe,1,8007,2.3193,4.5541,120,exp126h62r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe,1,8007,2.3359,4.5604,120,exp126h62r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe,1,8007,2.3526,4.5522,120,exp126h62r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe,1,8007,2.3693,4.5444,120,exp126h62r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe,1,8007,2.3859,4.5429,120,exp126h62r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe,1,8007,2.4026,4.5367,120,exp126h62r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe,1,8007,2.4193,4.5299,120,exp126h62r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe,1,8007,2.4359,4.5336,120,exp126h62r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe,1,8007,2.4526,4.5276,120,exp126h62r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe,1,8007,2.4693,4.5292,120,exp126h62r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe,1,8007,2.4859,4.5365,120,exp126h62r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe,1,8007,2.5026,4.5517,120,exp126h62r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe,1,8007,2.5193,4.552,120,exp126h62r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe,1,8007,2.5359,4.5663,120,exp126h62r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe,1,8007,2.5526,4.5703,120,exp126h62r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe,1,8007,2.5693,4.5695,120,exp126h62r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe,1,8007,2.5859,4.5646,120,exp126h62r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe,1,8007,2.6026,4.561,120,exp126h62r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe,1,8007,2.6193,4.5603,120,exp126h62r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe,1,8007,2.6359,4.5569,120,exp126h62r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe,1,8007,2.6526,4.5554,120,exp126h62r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe,1,8007,2.6693,4.5531,120,exp126h62r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe,1,8007,2.6859,4.5516,120,exp126h62r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe,1,8007,2.7026,4.5492,120,exp126h62r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe,1,8007,2.7193,4.5491,120,exp126h62r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe,1,8007,2.7359,4.5491,120,exp126h62r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe,1,8007,2.7526,4.5491,120,exp126h62r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe,1,8007,2.7693,4.5491,120,exp126h62r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe,1,8007,2.7859,4.5491,120,exp126h62r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe,1,8007,2.8026,4.5491,120,exp126h62r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe,1,8007,2.8193,4.5491,120,exp126h62r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe,1,8007,2.8359,4.5512,120,exp126h62r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe,1,8007,2.8526,4.5534,120,exp126h62r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe,1,8007,2.8693,4.5571,120,exp126h62r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe,1,8007,2.8859,4.5607,120,exp126h62r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe,1,8007,2.9026,4.5608,120,exp126h62r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe,1,8007,2.9193,4.5608,120,exp126h62r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe,1,8007,2.9359,4.5589,120,exp126h62r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe,1,8007,2.9526,4.562,120,exp126h62r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe,1,8007,2.9693,4.5631,120,exp126h62r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe,1,8007,2.9859,4.5631,120,exp126h62r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe,1,8007,3.0026,4.5618,120,exp126h62r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe,1,8007,3.0193,4.5608,120,exp126h62r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe,1,8007,3.0359,4.5577,120,exp126h62r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe,1,8007,3.0526,4.5545,120,exp126h62r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe,1,8007,3.0693,4.5542,120,exp126h62r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe,1,8007,3.0859,4.5509,120,exp126h62r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe,1,8007,3.1026,4.5484,120,exp126h62r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe,1,8007,3.1193,4.5453,120,exp126h62r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe,1,8007,3.1359,4.5422,120,exp126h62r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe,1,8007,3.1526,4.5402,120,exp126h62r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe,1,8007,3.1693,4.5401,120,exp126h62r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe,1,8007,3.1859,4.5401,120,exp126h62r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe,1,8007,3.2026,4.5401,120,exp126h62r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe,1,8007,3.2193,4.5401,120,exp126h62r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe,1,8007,3.2359,4.5401,120,exp126h62r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe,1,8007,3.2526,4.5401,120,exp126h62r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe,1,8007,3.2693,4.5401,120,exp126h62r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe,1,8007,3.2859,4.5401,120,exp126h62r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe,1,8007,3.3026,4.5401,120,exp126h62r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe,1,8007,3.3193,4.5401,120,exp126h62r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
