fleet,arm,slo_scale_k,attainment_offered_pct,attainment_offered_pct_min,attainment_offered_pct_max,attainment_admitted_pct,attainment_admitted_pct_min,attainment_admitted_pct_max,goodput_tok_s,goodput_tok_s_min,goodput_tok_s_max,rejection_pct,offered_ceiling_pct,in_flight_at_end_pct,n_repeats,n_arrivals,arm_dir,scoring_rule
"(c) 8 x Llama-3.1-8B, TP=1",PolyServe,0.7000,73.6219,73.6219,73.6219,93.6388,93.6388,93.6388,70862.1921,70862.1921,70862.1921,21.3768,78.6226,0.1032,1,609725,polyservept75,"per-token budgets x k, first-token budgets fixed; chat 5/35, dr 10/70, swe 7/52.5 (s, ms/token)"
"(c) 8 x Llama-3.1-8B, TP=1",PolyServe,0.8000,75.6296,75.6296,75.6296,96.1925,96.1925,96.1925,72018.6834,72018.6834,72018.6834,21.3768,78.6226,0.1032,1,609725,polyservept75,"per-token budgets x k, first-token budgets fixed; chat 5/40, dr 10/80, swe 7/60 (s, ms/token)"
"(c) 8 x Llama-3.1-8B, TP=1",PolyServe,0.9000,75.9038,75.9038,75.9038,96.5412,96.5412,96.5412,72099.7579,72099.7579,72099.7579,21.3768,78.6226,0.1032,1,609725,polyservept75,"per-token budgets x k, first-token budgets fixed; chat 5/45, dr 10/90, swe 7/67.5 (s, ms/token)"
"(c) 8 x Llama-3.1-8B, TP=1",PolyServe,1.0000,75.9989,75.9989,75.9989,96.6621,96.6621,96.6621,72113.3785,72113.3785,72113.3785,21.3768,78.6226,0.1032,1,609725,polyservept75,"per-token budgets x k, first-token budgets fixed; chat 5/50, dr 10/100, swe 7/75 (s, ms/token)"
"(c) 8 x Llama-3.1-8B, TP=1",PolyServe,1.1000,76.0481,76.0481,76.0481,96.7247,96.7247,96.7247,72117.5394,72117.5394,72117.5394,21.3768,78.6226,0.1032,1,609725,polyservept75,"per-token budgets x k, first-token budgets fixed; chat 5/55, dr 10/110, swe 7/82.5 (s, ms/token)"
"(c) 8 x Llama-3.1-8B, TP=1",PolyServe,1.2000,76.0813,76.0813,76.0813,96.7669,96.7669,96.7669,72119.7458,72119.7458,72119.7458,21.3768,78.6226,0.1032,1,609725,polyservept75,"per-token budgets x k, first-token budgets fixed; chat 5/60, dr 10/120, swe 7/90 (s, ms/token)"
"(c) 8 x Llama-3.1-8B, TP=1",PolyServe,1.3000,76.1043,76.1043,76.1043,96.7961,96.7961,96.7961,72120.8873,72120.8873,72120.8873,21.3768,78.6226,0.1032,1,609725,polyservept75,"per-token budgets x k, first-token budgets fixed; chat 5/65, dr 10/130, swe 7/97.5 (s, ms/token)"
"(c) 8 x Llama-3.1-8B, TP=1",PolyServe,1.5000,76.1286,76.1286,76.1286,96.8270,96.8270,96.8270,72122.0563,72122.0563,72122.0563,21.3768,78.6226,0.1032,1,609725,polyservept75,"per-token budgets x k, first-token budgets fixed; chat 5/75, dr 10/150, swe 7/112.5 (s, ms/token)"
"(c) 8 x Llama-3.1-8B, TP=1",PolyServe,2.0000,76.1578,76.1578,76.1578,96.8642,96.8642,96.8642,72122.9763,72122.9763,72122.9763,21.3768,78.6226,0.1032,1,609725,polyservept75,"per-token budgets x k, first-token budgets fixed; chat 5/100, dr 10/200, swe 7/150 (s, ms/token)"
"(c) 8 x Llama-3.1-8B, TP=1",PolyServe,3.0000,76.1706,76.1706,76.1706,96.8805,96.8805,96.8805,72123.2755,72123.2755,72123.2755,21.3768,78.6226,0.1032,1,609725,polyservept75,"per-token budgets x k, first-token budgets fixed; chat 5/150, dr 10/300, swe 7/225 (s, ms/token)"
