panel,arm,run,engine,role,n_windows,itl_ms,cdf
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8000,envelope,3662,65.63231,0.62043
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8000,envelope,3662,68.27772,0.64063
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8000,envelope,3662,71.02976,0.65893
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8000,envelope,3662,73.89272,0.67996
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8000,envelope,3662,76.87108,0.69962
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8000,envelope,3662,79.96948,0.71819
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8000,envelope,3662,83.19277,0.73921
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8000,envelope,3662,86.54598,0.75232
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8000,envelope,3662,90.03435,0.76570
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8000,envelope,3662,93.66332,0.78127
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8000,envelope,3662,97.43856,0.79328
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8000,envelope,3662,101.36596,0.80776
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8000,envelope,3662,105.45167,0.81813
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8000,envelope,3662,109.70206,0.82906
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8000,envelope,3662,114.12377,0.84216
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8000,envelope,3662,118.72370,0.85172
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8000,envelope,3662,123.50903,0.86182
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8000,envelope,3662,128.48725,0.87275
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8000,envelope,3662,133.66612,0.88149
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8000,envelope,3662,139.05374,0.88804
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8000,envelope,3662,144.65851,0.89541
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8000,envelope,3662,150.48918,0.90060
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8000,envelope,3662,156.55488,0.90552
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8000,envelope,3662,162.86506,0.91262
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8000,envelope,3662,169.42958,0.91890
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8000,envelope,3662,176.25869,0.92327
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8000,envelope,3662,183.36306,0.92845
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8000,envelope,3662,190.75379,0.93337
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8000,envelope,3662,198.44240,0.93719
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8000,envelope,3662,206.44092,0.94265
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8000,envelope,3662,214.76184,0.94539
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8000,envelope,3662,223.41813,0.94948
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8000,envelope,3662,232.42334,0.95248
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8000,envelope,3662,241.79151,0.95576
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8000,envelope,3662,251.53728,0.96150
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8000,envelope,3662,261.67587,0.96505
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8000,envelope,3662,272.22311,0.96778
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8000,envelope,3662,283.19547,0.97187
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8000,envelope,3662,294.61009,0.97460
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8000,envelope,3662,306.48479,0.97761
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8000,envelope,3662,318.83812,0.98034
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8000,envelope,3662,331.68937,0.98170
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8000,envelope,3662,345.05861,0.98362
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8000,envelope,3662,358.96671,0.98607
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8000,envelope,3662,373.43541,0.98880
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8000,envelope,3662,388.48728,0.99044
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8000,envelope,3662,404.14585,0.99126
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8000,envelope,3662,420.43555,0.99181
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8000,envelope,3662,437.38184,0.99290
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8000,envelope,3662,455.01117,0.99372
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8000,envelope,3662,473.35108,0.99454
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8000,envelope,3662,492.43021,0.99536
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8000,envelope,3662,512.27834,0.99618
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8000,envelope,3662,532.92649,0.99700
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8000,envelope,3662,554.40690,0.99891
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8000,envelope,3662,576.75310,1.00000
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8000,envelope,3662,600.00000,1.00000
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8001,envelope,3661,12.00000,0.00000
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8001,envelope,3661,12.48368,0.00000
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8001,envelope,3661,12.98685,0.00000
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8001,envelope,3661,13.51031,0.00000
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8001,envelope,3661,14.05486,0.00000
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8001,envelope,3661,14.62136,0.00000
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8001,envelope,3661,15.21070,0.00000
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8001,envelope,3661,15.82379,0.00000
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8001,envelope,3661,16.46159,0.00000
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8001,envelope,3661,17.12510,0.00000
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8001,envelope,3661,17.81535,0.00000
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8001,envelope,3661,18.53343,0.00109
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8001,envelope,3661,19.28044,0.00355
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8001,envelope,3661,20.05757,0.01202
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8001,envelope,3661,20.86602,0.02786
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8001,envelope,3661,21.70706,0.03879
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8001,envelope,3661,22.58199,0.05354
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8001,envelope,3661,23.49219,0.07648
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8001,envelope,3661,24.43908,0.09560
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8001,envelope,3661,25.42414,0.11882
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8001,envelope,3661,26.44889,0.13630
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8001,envelope,3661,27.51496,0.15542
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8001,envelope,3661,28.62399,0.17645
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8001,envelope,3661,29.77772,0.19448
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8001,envelope,3661,30.97796,0.21579
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8001,envelope,3661,32.22657,0.23108
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8001,envelope,3661,33.52551,0.24857
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8001,envelope,3661,34.87681,0.26741
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8001,envelope,3661,36.28257,0.28681
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8001,envelope,3661,37.74499,0.31767
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8001,envelope,3661,39.26636,0.33789
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8001,envelope,3661,40.84905,0.35591
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8001,envelope,3661,42.49553,0.37749
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8001,envelope,3661,44.20838,0.40071
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8001,envelope,3661,45.99026,0.42830
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8001,envelope,3661,47.84397,0.44878
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8001,envelope,3661,49.77239,0.47064
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8001,envelope,3661,51.77854,0.49222
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8001,envelope,3661,53.86556,0.51243
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8001,envelope,3661,56.03669,0.53237
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8001,envelope,3661,58.29533,0.55641
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8001,envelope,3661,60.64501,0.58181
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8001,envelope,3661,63.08940,0.60229
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8001,envelope,3661,65.63231,0.62770
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8001,envelope,3661,68.27772,0.64955
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8001,envelope,3661,71.02976,0.66567
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8001,envelope,3661,73.89272,0.68806
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8001,envelope,3661,76.87108,0.71019
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8001,envelope,3661,79.96948,0.72904
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8001,envelope,3661,83.19277,0.74925
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8001,envelope,3661,86.54598,0.76564
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8001,envelope,3661,90.03435,0.78312
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8001,envelope,3661,93.66332,0.79869
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8001,envelope,3661,97.43856,0.81016
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8001,envelope,3661,101.36596,0.82273
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8001,envelope,3661,105.45167,0.83311
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8001,envelope,3661,109.70206,0.84212
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8001,envelope,3661,114.12377,0.85387
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8001,envelope,3661,118.72370,0.85905
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8001,envelope,3661,123.50903,0.86780
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8001,envelope,3661,128.48725,0.87872
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8001,envelope,3661,133.66612,0.88664
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8001,envelope,3661,139.05374,0.89456
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8001,envelope,3661,144.65851,0.90139
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8001,envelope,3661,150.48918,0.90931
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8001,envelope,3661,156.55488,0.91478
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8001,envelope,3661,162.86506,0.92133
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8001,envelope,3661,169.42958,0.92625
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8001,envelope,3661,176.25869,0.93171
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8001,envelope,3661,183.36306,0.93499
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8001,envelope,3661,190.75379,0.93854
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8001,envelope,3661,198.44240,0.94482
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8001,envelope,3661,206.44092,0.95029
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8001,envelope,3661,214.76184,0.95411
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8001,envelope,3661,223.41813,0.95712
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8001,envelope,3661,232.42334,0.96121
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8001,envelope,3661,241.79151,0.96449
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8001,envelope,3661,251.53728,0.96913
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8001,envelope,3661,261.67587,0.97187
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8001,envelope,3661,272.22311,0.97460
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8001,envelope,3661,283.19547,0.97651
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8001,envelope,3661,294.61009,0.97842
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8001,envelope,3661,306.48479,0.97924
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8001,envelope,3661,318.83812,0.97979
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8001,envelope,3661,331.68937,0.98115
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8001,envelope,3661,345.05861,0.98279
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8001,envelope,3661,358.96671,0.98443
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8001,envelope,3661,373.43541,0.98580
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8001,envelope,3661,388.48728,0.98716
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8001,envelope,3661,404.14585,0.98907
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8001,envelope,3661,420.43555,0.99017
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8001,envelope,3661,437.38184,0.99044
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8001,envelope,3661,455.01117,0.99153
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8001,envelope,3661,473.35108,0.99208
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8001,envelope,3661,492.43021,0.99372
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8001,envelope,3661,512.27834,0.99590
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8001,envelope,3661,532.92649,0.99809
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8001,envelope,3661,554.40690,0.99945
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8001,envelope,3661,576.75310,0.99973
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8001,envelope,3661,600.00000,0.99973
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8002,envelope,3662,12.00000,0.00000
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8002,envelope,3662,12.48368,0.00000
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8002,envelope,3662,12.98685,0.00000
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8002,envelope,3662,13.51031,0.00000
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8002,envelope,3662,14.05486,0.00000
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8002,envelope,3662,14.62136,0.00000
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8002,envelope,3662,15.21070,0.00000
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8002,envelope,3662,15.82379,0.00000
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8002,envelope,3662,16.46159,0.00000
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8002,envelope,3662,17.12510,0.00000
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8002,envelope,3662,17.81535,0.00055
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8002,envelope,3662,18.53343,0.00137
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8002,envelope,3662,19.28044,0.00492
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8002,envelope,3662,20.05757,0.01038
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8002,envelope,3662,20.86602,0.02758
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8002,envelope,3662,21.70706,0.03714
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8002,envelope,3662,22.58199,0.04888
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8002,envelope,3662,23.49219,0.07127
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8002,envelope,3662,24.43908,0.09721
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8002,envelope,3662,25.42414,0.12234
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8002,envelope,3662,26.44889,0.14227
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8002,envelope,3662,27.51496,0.16357
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8002,envelope,3662,28.62399,0.18023
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8002,envelope,3662,29.77772,0.19634
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8002,envelope,3662,30.97796,0.21354
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8002,envelope,3662,32.22657,0.22938
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8002,envelope,3662,33.52551,0.24386
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8002,envelope,3662,34.87681,0.26270
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8002,envelope,3662,36.28257,0.27799
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8002,envelope,3662,37.74499,0.30093
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8002,envelope,3662,39.26636,0.32196
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8002,envelope,3662,40.84905,0.34080
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8002,envelope,3662,42.49553,0.36046
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8002,envelope,3662,44.20838,0.38258
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8002,envelope,3662,45.99026,0.40606
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8002,envelope,3662,47.84397,0.43009
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8002,envelope,3662,49.77239,0.44921
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8002,envelope,3662,51.77854,0.46969
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8002,envelope,3662,53.86556,0.49345
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8002,envelope,3662,56.03669,0.51557
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8002,envelope,3662,58.29533,0.53468
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8002,envelope,3662,60.64501,0.55871
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8002,envelope,3662,63.08940,0.58438
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8002,envelope,3662,65.63231,0.60623
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8002,envelope,3662,68.27772,0.62807
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8002,envelope,3662,71.02976,0.64773
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8002,envelope,3662,73.89272,0.66985
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8002,envelope,3662,76.87108,0.68706
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8002,envelope,3662,79.96948,0.70781
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8002,envelope,3662,83.19277,0.72938
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8002,envelope,3662,86.54598,0.74850
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8002,envelope,3662,90.03435,0.76188
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8002,envelope,3662,93.66332,0.77499
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8002,envelope,3662,97.43856,0.78618
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8002,envelope,3662,101.36596,0.80038
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8002,envelope,3662,105.45167,0.81376
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8002,envelope,3662,109.70206,0.82141
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8002,envelope,3662,114.12377,0.83261
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8002,envelope,3662,118.72370,0.84025
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8002,envelope,3662,123.50903,0.85172
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8002,envelope,3662,128.48725,0.85827
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8002,envelope,3662,133.66612,0.86701
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8002,envelope,3662,139.05374,0.87548
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8002,envelope,3662,144.65851,0.88312
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8002,envelope,3662,150.48918,0.88995
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8002,envelope,3662,156.55488,0.89705
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8002,envelope,3662,162.86506,0.90388
(a) One-hour dynamic trace,Llumnix SLO,260809_0057_exp71br1_slo_fullb,8002,envelope,3662,169.42958,0.91070
