arm,engine_rank,engine_port,series,minute,value,resident_chat,resident_deepresearch,resident_swe,budgets
FluidServe,1,8007,tbt_ms,7.6865,21.934,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,7.7032,21.92,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,7.7199,21.898,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,7.7365,21.907,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,7.7532,21.902,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,7.7699,21.901,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,7.7865,21.92,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,7.8032,21.908,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,7.8199,21.912,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,7.8365,21.919,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,7.8532,21.904,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,7.8699,21.918,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,7.8865,21.915,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,7.9032,21.938,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,7.9199,21.944,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,7.9365,21.944,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,7.9532,21.95,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,7.9699,21.956,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,7.9865,21.923,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,8.0032,21.935,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,8.0199,21.941,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,8.0365,21.935,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,8.0532,21.937,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,8.0699,21.922,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,8.0865,21.913,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,8.1032,21.929,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,8.1199,21.928,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,8.1365,21.941,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,8.1532,21.945,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,8.1699,21.937,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,8.1865,21.923,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,8.2032,21.926,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,8.2199,21.938,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,8.2365,21.942,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,8.2532,21.936,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,8.2699,21.927,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,8.2865,21.93,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,8.3032,21.941,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,8.3199,21.95,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,8.3365,21.948,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,8.3532,21.951,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,8.3699,21.954,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,8.3865,21.966,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,8.4032,21.967,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,8.4199,21.949,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,8.4365,21.962,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,8.4532,21.971,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,8.4699,21.97,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,8.4865,21.971,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,8.5032,21.966,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,8.5199,21.958,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,8.5365,21.954,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,8.5532,21.932,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,8.5699,21.927,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,8.5865,21.942,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,8.6032,21.911,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,8.6199,21.913,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,8.6365,21.897,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,8.6532,21.888,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,8.6699,21.88,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,8.6865,21.906,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,8.7032,21.903,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,8.7199,21.894,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,8.7365,21.909,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,8.7532,21.896,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,8.7699,21.891,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,8.7865,21.895,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,8.8032,21.855,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,8.8199,21.83,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,8.8365,21.845,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,8.8532,21.84,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,8.8699,21.859,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,8.8865,21.868,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,8.9032,21.866,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,8.9199,21.853,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,8.9365,21.853,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,8.9532,21.848,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,8.9699,21.886,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,8.9865,21.891,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,9.0032,21.894,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,9.0199,21.878,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,9.0365,21.884,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,9.0532,21.879,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,9.0699,21.893,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,9.0865,21.9,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,9.1032,21.876,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,9.1199,21.884,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,9.1365,21.871,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,9.1532,21.859,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,9.1699,21.867,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,9.1865,21.855,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,9.2032,21.873,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,9.2199,21.849,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,9.2365,21.862,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,9.2532,21.843,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,9.2699,21.844,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,9.2865,21.847,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,9.3032,21.865,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,9.3199,21.847,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,9.3365,21.881,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,9.3532,21.879,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,9.3699,21.852,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,9.3865,21.858,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,9.4032,21.846,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,9.4199,21.839,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,9.4365,21.827,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,9.4532,21.833,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,9.4699,21.802,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,9.4865,21.8,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,9.5032,21.808,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,9.5199,21.815,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,9.5365,21.813,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,9.5532,21.802,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,9.5699,21.792,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,9.5865,21.789,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,9.6032,21.787,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,9.6199,21.799,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,9.6365,21.809,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,9.6532,21.794,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,9.6699,21.786,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,9.6865,21.795,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,9.7032,21.811,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,9.7199,21.816,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,9.7365,21.813,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,9.7532,21.806,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,9.7699,21.792,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,9.7865,21.768,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,9.8032,21.773,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,9.8199,21.76,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,9.8365,21.748,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,9.8532,21.753,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,9.8699,21.726,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,9.8865,21.725,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,9.9032,21.713,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,9.9199,21.711,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,9.9365,21.702,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,9.9532,21.712,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,9.9699,21.705,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,9.9865,21.701,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,10.0032,21.677,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,10.0199,21.688,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,10.0365,21.692,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,10.0532,21.692,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,10.0699,21.683,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,10.0865,21.663,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,10.1032,21.655,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,10.1199,21.667,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,10.1365,21.648,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,10.1532,21.646,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,10.1699,21.623,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,10.1865,21.627,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,10.2032,21.598,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,10.2199,21.587,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,10.2365,21.541,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,10.2532,21.526,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,10.2699,21.521,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,10.2865,21.496,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,10.3032,21.469,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,10.3199,21.465,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,10.3365,21.455,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,10.3532,21.416,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,10.3699,21.408,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,10.3865,21.383,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,10.4032,21.344,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,10.4199,21.339,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,10.4365,21.316,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,10.4532,21.277,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,10.4699,21.211,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,10.4865,21.194,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,10.5032,21.147,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,10.5199,21.083,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,10.5365,21.036,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,10.5532,20.968,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,10.5699,20.894,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,10.5865,20.84,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,10.6032,20.768,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,10.6199,20.699,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,10.6365,20.645,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,10.6532,20.602,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,10.6699,20.526,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,10.6865,20.441,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,10.7032,20.351,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,10.7199,20.291,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,10.7365,20.223,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,10.7532,20.155,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,10.7699,20.093,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,10.7865,20.028,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,10.8032,19.984,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,10.8199,19.933,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,10.8365,19.874,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,10.8532,19.81,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,10.8699,19.709,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,10.8865,19.614,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,10.9032,19.516,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,10.9199,19.457,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,10.9365,19.395,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,10.9532,19.33,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,10.9699,19.228,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,10.9865,19.143,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,11.0032,19.051,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,11.0199,18.977,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,11.0365,18.902,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,11.0532,18.828,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,11.0699,18.733,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,11.0865,18.651,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,11.1032,18.609,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,11.1199,18.537,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,11.1365,18.487,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,11.1532,18.428,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,11.1699,18.368,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,11.1865,18.341,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,11.2032,18.277,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,11.2199,18.239,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,11.2365,18.153,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,11.2532,18.097,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,11.2699,18.03,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,11.2865,17.951,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,11.3032,17.86,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,11.3199,17.804,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,11.3365,17.698,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,11.3532,17.614,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,11.3699,17.534,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,11.3865,17.438,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,11.4032,17.356,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,11.4199,17.255,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,11.4365,17.158,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,11.4532,17.058,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
FluidServe,1,8007,tbt_ms,11.4699,16.939,,,,"chat 25 ms, swe 38 ms, deepresearch 50 ms per token"
