arm,run,minute,resident,resident_lo,resident_hi,stat,arrivals_req_s,pearson_r_with_arrivals,rejected_pct,unfinished_pct,repeats
PolyServe,260831_2232_exp109r1_polyservept75_shift,0.0,76.80003856023153,76.28601398269336,76.80003856023153,std,9.883333333333333,0.45485267976724764,22.238568348078434,0.6156667539952843,2
PolyServe,260831_2232_exp109r1_polyservept75_shift,1.0,83.52914867798489,82.17534658710163,83.52914867798489,std,11.25,0.45485267976724764,22.238568348078434,0.6156667539952843,2
PolyServe,260831_2232_exp109r1_polyservept75_shift,2.0,64.60898343324662,64.30352228085201,64.60898343324662,std,11.233333333333333,0.45485267976724764,22.238568348078434,0.6156667539952843,2
PolyServe,260831_2232_exp109r1_polyservept75_shift,3.0,79.34781631032625,78.86669353048005,79.34781631032625,std,10.85,0.45485267976724764,22.238568348078434,0.6156667539952843,2
PolyServe,260831_2232_exp109r1_polyservept75_shift,4.0,126.9679955184811,126.9679955184811,127.27308317185756,std,11.766666666666667,0.45485267976724764,22.238568348078434,0.6156667539952843,2
PolyServe,260831_2232_exp109r1_polyservept75_shift,5.0,180.97854595782965,180.97854595782965,182.03948018109702,std,24.816666666666666,0.45485267976724764,22.238568348078434,0.6156667539952843,2
PolyServe,260831_2232_exp109r1_polyservept75_shift,6.0,178.78609817146133,177.5258352369953,178.78609817146133,std,40.166666666666664,0.45485267976724764,22.238568348078434,0.6156667539952843,2
PolyServe,260831_2232_exp109r1_polyservept75_shift,7.0,180.4871947463708,179.34262596321113,180.4871947463708,std,38.916666666666664,0.45485267976724764,22.238568348078434,0.6156667539952843,2
PolyServe,260831_2232_exp109r1_polyservept75_shift,8.0,182.2891287849749,182.23327006228266,182.2891287849749,std,40.46666666666667,0.45485267976724764,22.238568348078434,0.6156667539952843,2
PolyServe,260831_2232_exp109r1_polyservept75_shift,9.0,183.93064100138224,183.75344057344793,183.93064100138224,std,40.53333333333333,0.45485267976724764,22.238568348078434,0.6156667539952843,2
PolyServe,260831_2232_exp109r1_polyservept75_shift,10.0,159.08563791744052,156.83655160567588,159.08563791744052,std,36.3,0.45485267976724764,22.238568348078434,0.6156667539952843,2
PolyServe,260831_2232_exp109r1_polyservept75_shift,11.0,165.44214586139861,165.44214586139861,167.622335039686,std,20.6,0.45485267976724764,22.238568348078434,0.6156667539952843,2
PolyServe,260831_2232_exp109r1_polyservept75_shift,12.0,159.48875522712095,159.48875522712095,161.93295690917327,std,21.866666666666667,0.45485267976724764,22.238568348078434,0.6156667539952843,2
PolyServe,260831_2232_exp109r1_polyservept75_shift,13.0,134.69447832996238,132.6778835744667,134.69447832996238,std,26.733333333333334,0.45485267976724764,22.238568348078434,0.6156667539952843,2
PolyServe,260831_2232_exp109r1_polyservept75_shift,14.0,108.5804626820702,108.5804626820702,113.2849905537855,std,16.45,0.45485267976724764,22.238568348078434,0.6156667539952843,2
PolyServe,260831_2232_exp109r1_polyservept75_shift,15.0,50.697325696602185,50.697325696602185,53.46878765836563,std,14.483333333333333,0.45485267976724764,22.238568348078434,0.6156667539952843,2
PolyServe,260831_2232_exp109r1_polyservept75_shift,16.0,27.87724510431309,27.87724510431309,29.02202574046969,std,20.7,0.45485267976724764,22.238568348078434,0.6156667539952843,2
PolyServe,260831_2232_exp109r1_polyservept75_shift,17.0,22.97016415575511,22.97016415575511,24.315519828703817,std,22.016666666666666,0.45485267976724764,22.238568348078434,0.6156667539952843,2
PolyServe,260831_2232_exp109r1_polyservept75_shift,18.0,27.429895359969994,26.627870200520704,27.429895359969994,std,16.183333333333334,0.45485267976724764,22.238568348078434,0.6156667539952843,2
PolyServe,260831_2232_exp109r1_polyservept75_shift,19.0,38.400963769634025,37.81145157634404,38.400963769634025,std,21.416666666666668,0.45485267976724764,22.238568348078434,0.6156667539952843,2
