arm,run,minute,resident,resident_lo,resident_hi,stat,arrivals_req_s,pearson_r_with_arrivals,rejected_pct,unfinished_pct,repeats
FluidServe,260831_2015_exp109r1_fsv3capgnofrct75_shift,3.0,153.96784086227416,153.9303464015325,153.96784086227416,sum,10.85,0.769837240534341,19.69831321416336,0.5975292718808569,2
FluidServe,260831_2015_exp109r1_fsv3capgnofrct75_shift,4.0,340.71126609245937,340.71126609245937,343.71715310811993,sum,11.766666666666667,0.769837240534341,19.69831321416336,0.5975292718808569,2
FluidServe,260831_2015_exp109r1_fsv3capgnofrct75_shift,5.0,750.1448865691821,750.1448865691821,750.6042543848356,sum,24.816666666666666,0.769837240534341,19.69831321416336,0.5975292718808569,2
FluidServe,260831_2015_exp109r1_fsv3capgnofrct75_shift,6.0,778.3063405712445,778.3063405712445,806.1232850233714,sum,40.166666666666664,0.769837240534341,19.69831321416336,0.5975292718808569,2
FluidServe,260831_2015_exp109r1_fsv3capgnofrct75_shift,7.0,774.1028771162034,774.1028771162034,817.9712358156839,sum,38.916666666666664,0.769837240534341,19.69831321416336,0.5975292718808569,2
FluidServe,260831_2015_exp109r1_fsv3capgnofrct75_shift,8.0,788.2500419139861,788.2500419139861,825.2994767944018,sum,40.46666666666667,0.769837240534341,19.69831321416336,0.5975292718808569,2
FluidServe,260831_2015_exp109r1_fsv3capgnofrct75_shift,9.0,754.3374389688174,754.3374389688174,795.8873818794887,sum,40.53333333333333,0.769837240534341,19.69831321416336,0.5975292718808569,2
FluidServe,260831_2015_exp109r1_fsv3capgnofrct75_shift,10.0,424.5557694196701,424.5557694196701,424.8933365305265,sum,36.3,0.769837240534341,19.69831321416336,0.5975292718808569,2
FluidServe,260831_2015_exp109r1_fsv3capgnofrct75_shift,11.0,364.74250866969425,364.74250866969425,364.9269772052765,sum,20.6,0.769837240534341,19.69831321416336,0.5975292718808569,2
FluidServe,260831_2015_exp109r1_fsv3capgnofrct75_shift,12.0,479.24563378890355,471.97909186681113,479.24563378890355,sum,21.866666666666667,0.769837240534341,19.69831321416336,0.5975292718808569,2
FluidServe,260831_2015_exp109r1_fsv3capgnofrct75_shift,13.0,310.0106727560362,310.0106727560362,310.08565113147097,sum,26.733333333333334,0.769837240534341,19.69831321416336,0.5975292718808569,2
FluidServe,260831_2015_exp109r1_fsv3capgnofrct75_shift,14.0,238.11513773997626,237.13109405438104,238.11513773997626,sum,16.45,0.769837240534341,19.69831321416336,0.5975292718808569,2
FluidServe,260831_2015_exp109r1_fsv3capgnofrct75_shift,15.0,434.75424882570906,434.75424882570906,444.3117343624433,sum,14.483333333333333,0.769837240534341,19.69831321416336,0.5975292718808569,2
FluidServe,260831_2015_exp109r1_fsv3capgnofrct75_shift,16.0,611.3004721840223,609.375906209151,611.3004721840223,sum,20.7,0.769837240534341,19.69831321416336,0.5975292718808569,2
FluidServe,260831_2015_exp109r1_fsv3capgnofrct75_shift,17.0,599.6430309295654,599.6430309295654,602.8681080579757,sum,22.016666666666666,0.769837240534341,19.69831321416336,0.5975292718808569,2
FluidServe,260831_2015_exp109r1_fsv3capgnofrct75_shift,18.0,680.3229387521744,672.9278955300649,680.3229387521744,sum,16.183333333333334,0.769837240534341,19.69831321416336,0.5975292718808569,2
FluidServe,260831_2015_exp109r1_fsv3capgnofrct75_shift,19.0,744.661068169276,744.661068169276,755.4617190361023,sum,21.416666666666668,0.769837240534341,19.69831321416336,0.5975292718808569,2
FluidServe,260831_2015_exp109r1_fsv3capgnofrct75_shift,20.0,769.6114114920298,769.6114114920298,781.681632399559,sum,32.35,0.769837240534341,19.69831321416336,0.5975292718808569,2
FluidServe,260831_2015_exp109r1_fsv3capgnofrct75_shift,21.0,781.4970465302467,772.0437771558761,781.4970465302467,sum,39.05,0.769837240534341,19.69831321416336,0.5975292718808569,2
FluidServe,260831_2015_exp109r1_fsv3capgnofrct75_shift,22.0,798.4288259148598,789.1647818565368,798.4288259148598,sum,33.45,0.769837240534341,19.69831321416336,0.5975292718808569,2
FluidServe,260831_2015_exp109r1_fsv3capgnofrct75_shift,23.0,761.4069493889808,761.4069493889808,770.9766219218573,sum,33.53333333333333,0.769837240534341,19.69831321416336,0.5975292718808569,2
FluidServe,260831_2015_exp109r1_fsv3capgnofrct75_shift,24.0,736.2325277884801,736.2325277884801,739.545285487175,sum,32.75,0.769837240534341,19.69831321416336,0.5975292718808569,2
FluidServe,260831_2015_exp109r1_fsv3capgnofrct75_shift,25.0,648.0316250801086,643.0618800719578,648.0316250801086,sum,22.5,0.769837240534341,19.69831321416336,0.5975292718808569,2
FluidServe,260831_2015_exp109r1_fsv3capgnofrct75_shift,26.0,667.7132850646973,667.7132850646973,669.9002334157626,sum,17.666666666666668,0.769837240534341,19.69831321416336,0.5975292718808569,2
FluidServe,260831_2015_exp109r1_fsv3capgnofrct75_shift,27.0,739.5370664993922,739.5370664993922,745.6548292080561,sum,22.433333333333334,0.769837240534341,19.69831321416336,0.5975292718808569,2
FluidServe,260831_2015_exp109r1_fsv3capgnofrct75_shift,28.0,696.3646942734719,694.5950055678685,696.3646942734719,sum,28.633333333333333,0.769837240534341,19.69831321416336,0.5975292718808569,2
