series,minute,value,smoothing_s,bytes_per_token
decode_kv_gb_s,5.18359,1.72637,20,327680
decode_kv_gb_s,5.20025,1.75296,20,327680
decode_kv_gb_s,5.21692,1.77746,20,327680
decode_kv_gb_s,5.23359,1.79876,20,327680
decode_kv_gb_s,5.25025,1.82301,20,327680
decode_kv_gb_s,5.26692,1.84126,20,327680
decode_kv_gb_s,5.28359,1.86781,20,327680
decode_kv_gb_s,5.30025,1.90926,20,327680
decode_kv_gb_s,5.31692,1.95480,20,327680
decode_kv_gb_s,5.33359,1.96445,20,327680
decode_kv_gb_s,5.35025,1.98459,20,327680
decode_kv_gb_s,5.36692,2.00986,20,327680
decode_kv_gb_s,5.38359,2.01335,20,327680
decode_kv_gb_s,5.40025,2.03985,20,327680
decode_kv_gb_s,5.41692,2.06737,20,327680
decode_kv_gb_s,5.43359,2.11392,20,327680
decode_kv_gb_s,5.45025,2.17029,20,327680
decode_kv_gb_s,5.46692,2.22969,20,327680
decode_kv_gb_s,5.48359,2.29950,20,327680
decode_kv_gb_s,5.50025,2.33893,20,327680
decode_kv_gb_s,5.51692,2.39968,20,327680
decode_kv_gb_s,5.53359,2.43213,20,327680
decode_kv_gb_s,5.55025,2.51343,20,327680
decode_kv_gb_s,5.56692,2.57011,20,327680
decode_kv_gb_s,5.58359,2.63327,20,327680
decode_kv_gb_s,5.60025,2.70589,20,327680
decode_kv_gb_s,5.61692,2.78439,20,327680
decode_kv_gb_s,5.63359,2.81559,20,327680
decode_kv_gb_s,5.65025,2.84011,20,327680
decode_kv_gb_s,5.66692,2.92684,20,327680
decode_kv_gb_s,5.68359,3.00403,20,327680
decode_kv_gb_s,5.70025,3.07416,20,327680
decode_kv_gb_s,5.71692,3.16052,20,327680
decode_kv_gb_s,5.73359,3.22375,20,327680
decode_kv_gb_s,5.75025,3.26849,20,327680
decode_kv_gb_s,5.76692,3.31304,20,327680
decode_kv_gb_s,5.78359,3.37817,20,327680
decode_kv_gb_s,5.80025,3.44914,20,327680
decode_kv_gb_s,5.81692,3.46804,20,327680
decode_kv_gb_s,5.83359,3.48492,20,327680
decode_kv_gb_s,5.85025,3.55075,20,327680
decode_kv_gb_s,5.86692,3.62013,20,327680
decode_kv_gb_s,5.88359,3.63128,20,327680
decode_kv_gb_s,5.90025,3.69512,20,327680
decode_kv_gb_s,5.91692,3.73541,20,327680
decode_kv_gb_s,5.93359,3.74149,20,327680
decode_kv_gb_s,5.95025,3.75514,20,327680
decode_kv_gb_s,5.96692,3.82161,20,327680
decode_kv_gb_s,5.98359,3.89381,20,327680
decode_kv_gb_s,6.00025,3.92139,20,327680
decode_kv_gb_s,6.01692,3.90872,20,327680
decode_kv_gb_s,6.03359,3.93281,20,327680
decode_kv_gb_s,6.05025,3.97668,20,327680
decode_kv_gb_s,6.06692,4.00068,20,327680
decode_kv_gb_s,6.08359,4.05683,20,327680
decode_kv_gb_s,6.10025,4.08805,20,327680
decode_kv_gb_s,6.11692,4.10534,20,327680
decode_kv_gb_s,6.13359,4.12933,20,327680
decode_kv_gb_s,6.15025,4.14948,20,327680
decode_kv_gb_s,6.16692,4.23740,20,327680
decode_kv_gb_s,6.18359,4.17826,20,327680
decode_kv_gb_s,6.20025,4.19995,20,327680
decode_kv_gb_s,6.21692,4.25474,20,327680
decode_kv_gb_s,6.23359,4.27831,20,327680
decode_kv_gb_s,6.25025,4.31983,20,327680
decode_kv_gb_s,6.26692,4.39490,20,327680
decode_kv_gb_s,6.28359,4.41031,20,327680
decode_kv_gb_s,6.30025,4.42646,20,327680
decode_kv_gb_s,6.31692,4.46047,20,327680
decode_kv_gb_s,6.33359,4.43892,20,327680
decode_kv_gb_s,6.35025,4.52181,20,327680
decode_kv_gb_s,6.36692,4.54047,20,327680
decode_kv_gb_s,6.38359,4.57200,20,327680
decode_kv_gb_s,6.40025,4.61988,20,327680
decode_kv_gb_s,6.41692,4.60960,20,327680
decode_kv_gb_s,6.43359,4.60090,20,327680
decode_kv_gb_s,6.45025,4.59544,20,327680
decode_kv_gb_s,6.46692,4.56052,20,327680
decode_kv_gb_s,6.48359,4.54299,20,327680
decode_kv_gb_s,6.50025,4.56831,20,327680
decode_kv_gb_s,6.51692,4.64118,20,327680
decode_kv_gb_s,6.53359,4.66221,20,327680
decode_kv_gb_s,6.55025,4.67313,20,327680
decode_kv_gb_s,6.56692,4.67528,20,327680
decode_kv_gb_s,6.58359,4.69574,20,327680
decode_kv_gb_s,6.60025,4.68769,20,327680
decode_kv_gb_s,6.61692,4.70989,20,327680
decode_kv_gb_s,6.63359,4.71981,20,327680
decode_kv_gb_s,6.65025,4.70646,20,327680
decode_kv_gb_s,6.66692,4.75106,20,327680
decode_kv_gb_s,6.68359,4.71050,20,327680
decode_kv_gb_s,6.70025,4.72207,20,327680
decode_kv_gb_s,6.71692,4.68525,20,327680
decode_kv_gb_s,6.73359,4.66363,20,327680
decode_kv_gb_s,6.75025,4.69653,20,327680
decode_kv_gb_s,6.76692,4.71474,20,327680
decode_kv_gb_s,6.78359,4.71991,20,327680
decode_kv_gb_s,6.80025,4.78233,20,327680
decode_kv_gb_s,6.81692,4.87453,20,327680
decode_kv_gb_s,6.83359,4.79328,20,327680
decode_kv_gb_s,6.85025,4.80647,20,327680
decode_kv_gb_s,6.86692,4.84456,20,327680
decode_kv_gb_s,6.88359,4.84735,20,327680
decode_kv_gb_s,6.90025,4.82016,20,327680
decode_kv_gb_s,6.91692,4.81832,20,327680
decode_kv_gb_s,6.93359,4.82780,20,327680
decode_kv_gb_s,6.95025,4.87242,20,327680
decode_kv_gb_s,6.96692,4.86778,20,327680
decode_kv_gb_s,6.98359,4.90123,20,327680
decode_kv_gb_s,7.00025,4.93192,20,327680
decode_kv_gb_s,7.01692,4.93529,20,327680
decode_kv_gb_s,7.03359,4.93452,20,327680
decode_kv_gb_s,7.05025,4.95766,20,327680
decode_kv_gb_s,7.06692,4.97504,20,327680
decode_kv_gb_s,7.08359,4.98504,20,327680
decode_kv_gb_s,7.10025,5.01148,20,327680
decode_kv_gb_s,7.11692,5.08819,20,327680
decode_kv_gb_s,7.13359,5.05251,20,327680
decode_kv_gb_s,7.15025,5.05869,20,327680
decode_kv_gb_s,7.16692,5.12907,20,327680
decode_kv_gb_s,7.18359,5.16863,20,327680
decode_kv_gb_s,7.20025,5.09076,20,327680
decode_kv_gb_s,7.21692,5.12546,20,327680
decode_kv_gb_s,7.23359,5.18159,20,327680
decode_kv_gb_s,7.25025,5.20543,20,327680
decode_kv_gb_s,7.26692,5.25817,20,327680
decode_kv_gb_s,7.28359,5.22954,20,327680
decode_kv_gb_s,7.30025,5.28062,20,327680
decode_kv_gb_s,7.31692,5.24522,20,327680
decode_kv_gb_s,7.33359,5.24383,20,327680
decode_kv_gb_s,7.35025,5.27658,20,327680
decode_kv_gb_s,7.36692,5.24980,20,327680
decode_kv_gb_s,7.38359,5.26345,20,327680
decode_kv_gb_s,7.40025,5.31919,20,327680
decode_kv_gb_s,7.41692,5.33593,20,327680
decode_kv_gb_s,7.43359,5.31608,20,327680
decode_kv_gb_s,7.45025,5.30288,20,327680
decode_kv_gb_s,7.46692,5.33718,20,327680
decode_kv_gb_s,7.48359,5.31287,20,327680
decode_kv_gb_s,7.50025,5.32038,20,327680
decode_kv_gb_s,7.51692,5.30209,20,327680
decode_kv_gb_s,7.53359,5.36404,20,327680
decode_kv_gb_s,7.55025,5.32073,20,327680
decode_kv_gb_s,7.56692,5.26036,20,327680
decode_kv_gb_s,7.58359,5.22665,20,327680
decode_kv_gb_s,7.60025,5.18794,20,327680
decode_kv_gb_s,7.61692,5.22457,20,327680
decode_kv_gb_s,7.63359,5.18165,20,327680
decode_kv_gb_s,7.65025,5.22463,20,327680
decode_kv_gb_s,7.66692,5.17151,20,327680
decode_kv_gb_s,7.68359,5.17247,20,327680
decode_kv_gb_s,7.70025,5.23096,20,327680
decode_kv_gb_s,7.71692,5.24755,20,327680
decode_kv_gb_s,7.73359,5.23535,20,327680
decode_kv_gb_s,7.75025,5.22412,20,327680
decode_kv_gb_s,7.76692,5.27874,20,327680
decode_kv_gb_s,7.78359,5.24934,20,327680
decode_kv_gb_s,7.80025,5.22302,20,327680
decode_kv_gb_s,7.81692,5.23177,20,327680
decode_kv_gb_s,7.83359,5.24168,20,327680
decode_kv_gb_s,7.85025,5.26854,20,327680
decode_kv_gb_s,7.86692,5.25392,20,327680
decode_kv_gb_s,7.88359,5.29657,20,327680
decode_kv_gb_s,7.90025,5.32474,20,327680
