arm,engine_rank,engine_port,minute,tbt_ms,smoothing_s,run,source
FluidServe w/o Affinity,1,8001,11.0147,31.4974,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,11.0314,31.5718,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,11.048,31.0373,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,11.0647,31.1453,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,11.0814,31.1419,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,11.098,31.1928,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,11.1147,30.9846,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,11.1314,30.7459,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,11.148,30.4015,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,11.1647,30.4735,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,11.1814,30.3585,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,11.198,30.3595,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,11.2147,30.3465,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,11.2314,30.4804,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,11.248,30.526,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,11.2647,30.6515,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,11.2814,30.6122,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,11.298,30.4277,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,11.3147,30.3418,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,11.3314,30.4722,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,11.348,30.6976,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,11.3647,30.6753,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,11.3814,30.7404,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,11.398,30.8232,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,11.4147,30.6058,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,11.4314,30.7168,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,11.448,30.744,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,11.4647,30.8832,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,11.4814,30.974,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,11.498,30.8875,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,11.5147,30.9471,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,11.5314,30.9895,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,11.548,31.1161,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,11.5647,31.142,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,11.5814,31.2602,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,11.598,31.1587,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,11.6147,31.2734,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,11.6314,31.1619,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,11.648,31.2008,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,11.6647,31.16,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,11.6814,31.1789,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,11.698,31.2148,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,11.7147,31.3943,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,11.7314,31.4449,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,11.748,31.3878,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,11.7647,31.6891,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,11.7814,31.7509,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,11.798,32.0484,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,11.8147,32.1236,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,11.8314,32.1386,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,11.848,32.2629,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,11.8647,32.2193,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,11.8814,32.3252,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,11.898,32.3953,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,11.9147,32.4473,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,11.9314,32.6111,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,11.948,32.6356,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,11.9647,32.707,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,11.9814,32.6609,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,11.998,32.745,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,12.0147,32.6764,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,12.0314,32.7426,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,12.048,32.9788,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,12.0647,33.3579,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,12.0814,33.3705,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,12.098,33.3452,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,12.1147,33.3262,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,12.1314,33.4512,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,12.148,33.485,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,12.1647,33.6404,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,12.1814,33.6722,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,12.198,33.7463,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,12.2147,33.6914,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,12.2314,33.7685,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,12.248,33.7617,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,12.2647,33.72,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,12.2814,33.7863,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,12.298,33.7828,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,12.3147,33.7422,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,12.3314,33.6975,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,12.348,33.6602,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,12.3647,33.6078,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,12.3814,33.637,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,12.398,33.6573,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,12.4147,33.67,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,12.4314,33.5962,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,12.448,33.5693,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,12.4647,33.5116,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,12.4814,33.5326,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,12.498,33.5532,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,12.5147,33.5513,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,12.5314,33.5352,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,12.548,33.4982,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,12.5647,33.4218,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,12.5814,33.4185,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,12.598,33.369,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,12.6147,33.3027,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,12.6314,33.2534,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,12.648,33.1341,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,12.6647,33.1484,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,12.6814,33.0872,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,12.698,33.0167,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,12.7147,33.0387,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,12.7314,33.0683,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,12.748,33.0942,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,12.7647,33.0247,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,12.7814,33.0363,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,12.798,32.8998,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,12.8147,33.0142,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,12.8314,33.0085,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,12.848,32.9372,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,12.8647,32.9607,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,12.8814,33.0068,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,12.898,32.8787,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,12.9147,32.8816,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,12.9314,32.7566,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,12.948,32.5651,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,12.9647,32.5915,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,12.9814,32.4011,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,12.998,32.3088,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,13.0147,32.3306,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,13.0314,32.2173,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,13.048,32.1847,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,13.0647,32.0366,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,13.0814,31.9782,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,13.098,31.9409,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,13.1147,32.0002,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,13.1314,31.9176,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,13.148,31.9206,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,13.1647,31.7817,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,13.1814,31.7553,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,13.198,31.5476,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,13.2147,31.5011,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,13.2314,31.216,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,13.248,31.1449,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,13.2647,31.0336,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,13.2814,31.1434,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,13.298,31.1326,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,13.3147,31.0296,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,13.3314,30.8946,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,13.348,30.6533,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,13.3647,30.6924,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,13.3814,30.6064,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,13.398,30.5003,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,13.4147,30.6109,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,13.4314,30.3739,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
FluidServe w/o Affinity,1,8001,13.448,30.3636,120,exp109r1_fsv3capgnofrct75|exp138r1_noaffnocaphour,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
