series,minute,value,smoothing_s,bytes_per_token
decode_kv_gb_s_rep1,3.04013,1.51002,20,327680
decode_kv_gb_s_rep1,3.05680,1.50393,20,327680
decode_kv_gb_s_rep1,3.07346,1.49173,20,327680
decode_kv_gb_s_rep1,3.09013,1.48991,20,327680
decode_kv_gb_s_rep1,3.10680,1.48645,20,327680
decode_kv_gb_s_rep1,3.12346,1.48564,20,327680
decode_kv_gb_s_rep1,3.14013,1.48862,20,327680
decode_kv_gb_s_rep1,3.15680,1.49005,20,327680
decode_kv_gb_s_rep1,3.17346,1.48726,20,327680
decode_kv_gb_s_rep1,3.19013,1.47856,20,327680
decode_kv_gb_s_rep1,3.20680,1.45936,20,327680
decode_kv_gb_s_rep1,3.22346,1.45941,20,327680
decode_kv_gb_s_rep1,3.24013,1.44538,20,327680
decode_kv_gb_s_rep1,3.25680,1.44025,20,327680
decode_kv_gb_s_rep1,3.27346,1.41967,20,327680
decode_kv_gb_s_rep1,3.29013,1.40761,20,327680
decode_kv_gb_s_rep1,3.30680,1.39098,20,327680
decode_kv_gb_s_rep1,3.32346,1.38317,20,327680
decode_kv_gb_s_rep1,3.34013,1.38189,20,327680
decode_kv_gb_s_rep1,3.35680,1.37489,20,327680
decode_kv_gb_s_rep1,3.37346,1.36923,20,327680
decode_kv_gb_s_rep1,3.39013,1.37096,20,327680
decode_kv_gb_s_rep1,3.40680,1.35325,20,327680
decode_kv_gb_s_rep1,3.42346,1.35584,20,327680
decode_kv_gb_s_rep1,3.44013,1.35228,20,327680
decode_kv_gb_s_rep1,3.45680,1.36433,20,327680
decode_kv_gb_s_rep1,3.47346,1.35822,20,327680
decode_kv_gb_s_rep1,3.49013,1.35878,20,327680
decode_kv_gb_s_rep1,3.50680,1.35365,20,327680
decode_kv_gb_s_rep1,3.52346,1.35354,20,327680
decode_kv_gb_s_rep1,3.54013,1.35671,20,327680
decode_kv_gb_s_rep1,3.55680,1.36390,20,327680
decode_kv_gb_s_rep1,3.57346,1.35751,20,327680
decode_kv_gb_s_rep1,3.59013,1.33906,20,327680
decode_kv_gb_s_rep1,3.60680,1.33462,20,327680
decode_kv_gb_s_rep1,3.62346,1.36057,20,327680
decode_kv_gb_s_rep1,3.64013,1.37063,20,327680
decode_kv_gb_s_rep1,3.65680,1.39603,20,327680
decode_kv_gb_s_rep1,3.67346,1.41973,20,327680
decode_kv_gb_s_rep1,3.69013,1.44041,20,327680
decode_kv_gb_s_rep1,3.70680,1.45480,20,327680
decode_kv_gb_s_rep1,3.72346,1.47018,20,327680
decode_kv_gb_s_rep1,3.74013,1.50415,20,327680
decode_kv_gb_s_rep1,3.75680,1.51379,20,327680
decode_kv_gb_s_rep1,3.77346,1.53587,20,327680
decode_kv_gb_s_rep1,3.79013,1.54469,20,327680
decode_kv_gb_s_rep1,3.80680,1.56291,20,327680
decode_kv_gb_s_rep1,3.82346,1.58222,20,327680
decode_kv_gb_s_rep1,3.84013,1.59499,20,327680
decode_kv_gb_s_rep1,3.85680,1.60669,20,327680
decode_kv_gb_s_rep1,3.87346,1.61717,20,327680
decode_kv_gb_s_rep1,3.89013,1.60239,20,327680
decode_kv_gb_s_rep1,3.90680,1.60126,20,327680
decode_kv_gb_s_rep1,3.92346,1.61996,20,327680
decode_kv_gb_s_rep1,3.94013,1.63637,20,327680
decode_kv_gb_s_rep1,3.95680,1.61236,20,327680
decode_kv_gb_s_rep1,3.97346,1.61773,20,327680
decode_kv_gb_s_rep1,3.99013,1.59323,20,327680
decode_kv_gb_s_rep1,4.00680,1.56507,20,327680
decode_kv_gb_s_rep1,4.02346,1.55753,20,327680
decode_kv_gb_s_rep1,4.04013,1.56319,20,327680
decode_kv_gb_s_rep1,4.05680,1.56286,20,327680
decode_kv_gb_s_rep1,4.07346,1.54948,20,327680
decode_kv_gb_s_rep1,4.09013,1.54479,20,327680
decode_kv_gb_s_rep1,4.10680,1.53739,20,327680
decode_kv_gb_s_rep1,4.12346,1.53066,20,327680
decode_kv_gb_s_rep1,4.14013,1.51506,20,327680
decode_kv_gb_s_rep1,4.15680,1.51464,20,327680
decode_kv_gb_s_rep1,4.17346,1.51619,20,327680
decode_kv_gb_s_rep1,4.19013,1.50557,20,327680
decode_kv_gb_s_rep1,4.20680,1.51025,20,327680
decode_kv_gb_s_rep1,4.22346,1.51871,20,327680
decode_kv_gb_s_rep1,4.24013,1.53739,20,327680
decode_kv_gb_s_rep1,4.25680,1.54242,20,327680
decode_kv_gb_s_rep1,4.27346,1.53955,20,327680
